;rooms;bathrooms;value_price_clp;value_price_currency_clp;value_price_uf;value_price_currency_uf;parking;url;type_action;type_property;type_province;latitude;longitude;page;region;type_searching;type_house;date_publish;code_publication;img_element;Unnamed: 0
4472;2.0;1.0;;;11.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-cisterna/departamento/metro-lo-ovalle/11168033;Arriendo Mensual;Departamento;La Cisterna;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168033;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/la-cisterna/0/f98566ad3be54b81ab6cf81b601e3906.jpeg;
4473;4.0;5.0;;;150.0;UF;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/geronimo-de-alderete/12323554;Arriendo Mensual;Departamento;Las Condes;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;12323554;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/177f6850db92481d9a5cde5089410caf.jpeg;
4474;2.0;2.0;700.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/alameda-lord-cochrane/11146585;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11146585;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/81c1962685014af5acbab6b281b52323.jpeg;
4475;1.0;1.0;;;9.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168119;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168119;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/8aa0b41ac90147fe879ac39e2b355c90.jpeg;
4476;1.0;1.0;1.680.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/mall-vivo-los-trapenses/12293036;Arriendo Mensual;Departamento;Lo Barnechea;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;12293036;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/3b732d12a4284ce1a28591e8525c5303.jpeg;
4477;1.0;1.0;350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-diego-alonso-ovalle/11147386;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11147386;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/146acd27b00444238ff0f9d85d524017.jpeg;
4478;2.0;1.0;;;13.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168157;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168157;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/919e596426014dd6917fe7ac959c03f3.jpeg;
4479;1.0;1.0;;;7.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-pablo/11168081;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168081;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/1cc7f81091cc488d9ab0d00de8323c31.jpeg;
4480;2.0;2.0;;;13.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/metro-universidad-de-chile/11168272;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;08/03/2023;11168272;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/e2f61700c1734934abe107b46f4b0994.jpeg;
4481;2.0;1.0;260.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/mapocho-maipu-tt/12218159;Arriendo Mensual;Departamento;Santiago;;;605;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218159;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/1bc4f432d0bc4492b24d6298c65fba2f.jpeg;
4482;2.0;1.0;;;14.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/eleuterio-ramirez-san-francisco-tt/12218144;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218144;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/d67d1b492bb5444c9c7d998fcc9c55cc.jpeg;
4483;2.0;2.0;500.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/independencia/departamento/av-domingo-santa-maria-av-vivaceta-tt/12218037;Arriendo Mensual;Departamento;Independencia;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12218037;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/independencia/0/d85eaeec21a44e909c1244fb6761f558.jpeg;
4484;1.0;1.0;330.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/quinta-normal/departamento/san-pablo-metro-gruta-de-lourdes-tt/12217852;Arriendo Mensual;Departamento;Quinta Normal;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217852;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/quinta-normal/0/2a018bbb9cee4332b33c9d179629046a.jpeg;
4485;2.0;1.0;380.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/quinta-normal/departamento/general-velasquez-metro-gruta-de-lourdes-tt/12217703;Arriendo Mensual;Departamento;Quinta Normal;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217703;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/quinta-normal/0/a783abf18a30491cba596aebed0ea97e.jpeg;
4486;1.0;1.0;350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/compania-metro-santa-ana-tt/12217693;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12217693;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/6e9beae33c7b4ceaafcb672657afa35b.jpeg;
4487;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/morande-g-mackenna/12139826;Arriendo Mensual;Departamento;Santiago;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12139826;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/477d11fd07fb49e29bf6629ddccd1974.jpeg;
4488;4.0;4.0;;;140.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/via-aurora-lo-curro/12138693;Arriendo Mensual;Departamento;Vitacura;;;606;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/03/2023;12138693;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/dccb6d6d44be49f9a88c73cdd09fcfbb.jpeg;
4489;6.0;7.0;;;120.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/bernardo-larrain-avda-la-dehesa/13439583;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;26/03/2023;13439583;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/ec9a0837d5dd48f6a1c6dc724255cc32.jpeg;
4490;6.0;4.0;;;150.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/providencia/casa/ricardo-matte-perez-salvador/13416822;Arriendo Mensual;Casa;Providencia;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;26/03/2023;13416822;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/providencia/0/a3fc9bfbbfad4c7dbdbbad81fba4a920.jpeg;
4491;5.0;5.0;2.900.000;$;;;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/avda-paseo-pie-andino/12731027;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;14/03/2023;12731027;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/32e0aee6c87748218e20b501c1329826.jpeg;
4492;7.0;6.0;10.000.000;$;;;17.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-el-alba-camino-mirasol/12369830;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;09/03/2023;12369830;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/05a7311add6e48228fe239c4430e95ad.jpeg;
4493;10.0;12.0;;;700.0;UF;15.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/piedra-roja/12288415;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;08/03/2023;12288415;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/9b1327fce2db411f8c5de7f3284cb9a5.jpeg;
4494;5.0;3.0;6.300.000;$;;;5.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/via-azul-via-codigo/12288336;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;08/03/2023;12288336;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/4e87e4c0a1ac4063b4825782dbee637d.jpeg;
4495;6.0;4.0;;;120.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/club-de-golf-lomas-de-la-dehesa/12238995;Arriendo Mensual;Casa;Lo Barnechea;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12238995;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/433a54c57bfb4b17a22111c4816ae1af.jpeg;
4496;4.0;3.0;;;34.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/paine/casa/marina-san-francisco/12154679;Arriendo Mensual;Casa;Paine;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12154679;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/paine/0/e1d2ff99022041119db73c779b3b11ac.jpeg;
4497;4.0;4.0;;;95.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/casa/faustino-sarmiento-sucre/12153886;Arriendo Mensual;Casa;Ñuñoa;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12153886;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/nunoa/0/028901ee6a0a491b94ab87d2b89eaa6a.jpeg;
4498;7.0;5.0;;;;;20.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-la-posada/12136860;Arriendo Mensual;Casa;Las Condes;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;07/03/2023;12136860;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/e570850dfd724abbb92276bf454c2b54.jpeg;
4499;3.0;2.0;900.000;$;;;15.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lampa/casa/barros-luco-lampa/11756216;Arriendo Mensual;Casa;Lampa;;;114;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;01/03/2023;11756216;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lampa/0/5c0862a2e117471fb4e22981441f5844.jpeg;
4500;1.0;1.0;395.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/av-vicuna-mackenna/15218631;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;28/04/2023;15218631;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/187bf5d8e5df4303a642805f48fe6797.jpeg;
4501;2.0;2.0;280.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/placilla-149/15092692;Arriendo Mensual;Departamento;Estación Central;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;26/04/2023;15092692;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/6f083571be37417e9e8f8358d9c2cc6f.jpeg;
4502;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/arturo-prat-eleuterio-ramirez/14869137;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;21/04/2023;14869137;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/c0fac8b4b5c345b587054f372e11e4ae.jpeg;
4503;1.0;1.0;;;23.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/portal-la-dehesa/12149934;Arriendo Mensual;Departamento;Lo Barnechea;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;21/04/2023;12149934;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/e78c2d5a4c4b43cbbea5c32ab5134341.jpeg;
4504;1.0;1.0;330.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/santiago-region-metropolitana/14190625;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;10/04/2023;14190625;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/a1d83ee01a984a77a25ed86253d60b0d.jpeg;
4505;1.0;1.0;320.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/la-cisterna/departamento/lo-ovalle-0330/14054381;Arriendo Mensual;Departamento;La Cisterna;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;07/04/2023;14054381;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/la-cisterna/0/0042ff00d96245078106b7cfb60a4fc5.jpeg;
4506;2.0;3.0;1.400.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/departamento/av-la-dehesa/13961011;Arriendo Mensual;Departamento;Lo Barnechea;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13961011;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/lo-barnechea/0/35cfb7c69bac46499ae5b6d44d58baec.jpeg;
4507;3.0;;1.350.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/departamento/francisco-aguirre/13939555;Arriendo Mensual;Departamento;Vitacura;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13939555;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/vitacura/0/92c64b83d3fb4a0a9f6065bb1e8f31a2.jpeg;
4508;3.0;2.0;1.600.000;$;;;2.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/apoquindo/13935589;Arriendo Mensual;Departamento;Las Condes;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13935589;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/9417b524942a4e989e1bc21de2508c16.jpeg;
4509;1.0;1.0;;;12.0;UF;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/nataniel-cox-victoria/13923413;Arriendo Mensual;Departamento;Santiago;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13923413;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/99acc045529741b6b6a276edb17e68ca.jpeg;
4510;4.0;4.0;;;91.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/departamento/san-carlos-apoquindo-colegios-juanita-padre-hurtado/13919902;Arriendo Mensual;Departamento;Las Condes;;;603;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;05/04/2023;13919902;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/las-condes/0/f4ce8d7ffa0143e9adc361b92031b619.jpeg;
4511;3.0;2.0;;;35.0;UF;10.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/paine/casa/parcela-39/8248186;Arriendo Mensual;Casa;Paine;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;25/04/2023;8248186;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/paine/0/0dacb929d99c40109f5aa3e033ded42e.jpeg;
4512;5.0;4.0;;;150.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/gino-girandi-el-huinganal/12270774;Arriendo Mensual;Casa;Lo Barnechea;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;19/04/2023;12270774;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/04647bbf3f0541919168988efaed67ce.jpeg;
4513;4.0;2.0;990.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/isla-de-maipo/casa/isla-de-maipo/13956262;Arriendo Mensual;Casa;Isla de Maipo;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13956262;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/isla-de-maipo/0/662812fe0f15459a95486db60d2a1ad4.jpeg;
4514;6.0;5.0;;;119.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-la-fuente/13956190;Arriendo Mensual;Casa;Las Condes;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13956190;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/a49d7874c7774ee7ad705b7252f3ad20.jpeg;
4515;4.0;3.0;;;130.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/camino-la-fuente/13944557;Arriendo Mensual;Casa;Las Condes;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13944557;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/7539a1b0c5164712b1c1cefc4cfa97cf.jpeg;
4516;4.0;3.0;;;60.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/penalolen/casa/avenida-diagonal-las-torres/13940144;Arriendo Mensual;Casa;Peñalolén;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13940144;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/penalolen/0/501d636fd8c14e8d8bdab7e2771fe00b.jpeg;
4517;5.0;6.0;;;150.0;UF;12.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/pedro-lira-urquieta/13924703;Arriendo Mensual;Casa;Lo Barnechea;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13924703;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/6caca64722494411ab7f57edc86a25c1.jpeg;
4518;5.0;7.0;;;115.0;UF;4.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/carlos-pena-otaegui-francisco-bulnes-correa/13924612;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13924612;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/3b3f54081cdb4bbb98e62a37d235a95f.jpeg;
4519;4.0;;;;170.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/las-condes/casa/san-carlos-apoquindo/13919719;Arriendo Mensual;Casa;Las Condes;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13919719;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/las-condes/0/aa4513ae36f249739bdbb118929cae1d.jpeg;
4520;8.0;7.0;5.000.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/casa/lo-curro/13919625;Arriendo Mensual;Casa;Vitacura;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13919625;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/vitacura/0/12a02d526e2b4356af824ce0bf1a47db.jpeg;
4521;4.0;4.0;;;150.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/golf-manquehue-pasos-santiago-college/13918612;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13918612;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/9c17c0c4399f42f49e22b6ef838db2af.jpeg;
4522;6.0;6.0;5.300.000;$;;;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/santuario-del-valle/13918069;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13918069;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/4492a3b8fd974d2eb445ca618e25ce31.jpeg;
4523;5.0;6.0;;;133.0;UF;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/santuario-del-valle/13917841;Arriendo Mensual;Casa;Lo Barnechea;;;113;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;05/04/2023;13917841;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/6ae183236fa349ce97b21693d18a8c36.jpeg;
4524;2.0;2.0;420.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/estacion-central/departamento/placilla-149/16984106;Arriendo Mensual;Departamento;Estación Central;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;31/05/2023;16984106;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/estacion-central/0/9bf51c229f684712968f9e7b0e44d36b.jpeg;
4525;1.0;1.0;430.000;$;;;1.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-irarrazabal/16829164;Arriendo Mensual;Departamento;Ñuñoa;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;27/05/2023;16829164;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/nunoa/0/6fc27ca440434837be56eba0f24a741c.jpeg;
4526;1.0;1.0;300.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/independencia/departamento/av-domingo-santa-maria-av-vivaceta/16812859;Arriendo Mensual;Departamento;Independencia;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;27/05/2023;16812859;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/independencia/0/56995542de3d4480b13d27386a2f50d0.jpeg;
4527;2.0;1.0;360.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-isidro-10-de-julio/16556983;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;23/05/2023;16556983;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/13d3039ca3d34e82ac864f5170321a97.jpeg;
4528;3.0;1.0;165.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/san-miguel/departamento/san-petersburgo-6351/15990929;Arriendo Mensual;Departamento;San Miguel;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;12/05/2023;15990929;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/san-miguel/0/5a55000e7b71407da996e03f3c29cbb4.jpeg;
4529;;1.0;265.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/departamento/san-diego-1344/15527333;Arriendo Mensual;Departamento;Santiago;;;602;region-metropolitana-de-santiago-rm;arriendo-mensual;departamento;04/05/2023;15527333;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/departamento/santiago/0/2afaad20881540edb439b6f670fb65f4.jpeg;
4530;8.0;5.0;6.500.000;$;;;10.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/casa/clinica-alemana/16818653;Arriendo Mensual;Casa;Vitacura;;;111;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;27/05/2023;16818653;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/vitacura/0/40ef8073aded4d2a809fb22470a07db7.jpeg;
4531;4.0;4.0;3.000.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/camino-el-huinganal-camino-el-corregidor-cercano-colegios/16816551;Arriendo Mensual;Casa;Lo Barnechea;;;111;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;27/05/2023;16816551;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/166e44bfd1f84b10bbe07ee6539021f0.jpeg;
4532;4.0;2.0;750.000;$;;;;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/santiago/casa/esperanza-huerfanos-metro-cumming-tt/16812894;Arriendo Mensual;Casa;Santiago;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;27/05/2023;16812894;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/santiago/0/24f0bdb8806444b5ad4f2c38971574f4.jpeg;
4533;4.0;3.0;;;85.0;UF;3.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/vitacura/casa/las-hualtatas/16693892;Arriendo Mensual;Casa;Vitacura;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;25/05/2023;16693892;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/vitacura/0/2e2e45d47d2e454f80c9350e9fb9f9cc.jpeg;
4534;6.0;5.0;;;150.0;UF;5.0;https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/lo-barnechea/casa/condominio-lomas-de-la-dehesa/16471376;Arriendo Mensual;Casa;Lo Barnechea;;;112;region-metropolitana-de-santiago-rm;arriendo-mensual;casa;21/05/2023;16471376;https://cf.chilepropiedades.cl/imagenes/publicacion/arriendo-mensual/casa/lo-barnechea/0/1d1d95417a4f407794c0b87d994077df.jpeg;
